The original source of this data is from the Bank for International Settlements
https://data.bis.org/topics/CBPOL/data?ref=bambooweekly.com&filter=FREQ%3DM%255ETIMESPAN%3D2000-01-01_2025-11-03

TIME_PERIOD:Period,AR:Argentina,AU:Australia,BR:Brazil,CA:Canada,CH:Switzerland,CL:Chile,CN:China,CO:Colombia,CZ:Czechia,DK:Denmark,GB:United Kingdom,GR:Greece,HK:Hong Kong SAR,HR:Croatia,HU:Hungary,ID:Indonesia,IL:Israel,IN:India,IS:Iceland,JP:Japan,KR:Korea,KW:Kuwait,MA:Morocco,MK:North Macedonia,MX:Mexico,MY:Malaysia,NO:Norway,NZ:New Zealand,PE:Peru,PH:Philippines,PL:Poland,RO:Romania,RS:Serbia,RU:Russia,SA:Saudi Arabia,SE:Sweden,TH:Thailand,TR:Türkiye,US:United States,XM:Euro area,ZA:South Africa
2021-07-31,38.0,0.1,4.25,0.25,-0.75,0.75,3.85,1.75,0.5,-0.5,0.1,,0.5,,1.2,3.5,0.1,4.0,1.0,-0.1,0.5,1.5,1.5,1.25,4.25,1.75,0.0,0.25,0.25,2.0,0.1,1.25,1.0,6.5,1.0,0.0,0.5,19.0,0.125,0.0,3.5
2021-08-31,38.0,0.1,5.25,0.25,-0.75,0.75,3.85,1.75,0.75,-0.5,0.1,,0.5,,1.5,3.5,0.1,4.0,1.25,-0.1,0.75,1.5,1.5,1.25,4.5,1.75,0.0,0.25,0.5,2.0,0.1,1.25,1.0,6.5,1.0,0.0,0.5,19.0,0.125,0.0,3.5
2021-09-30,38.0,0.1,6.25,0.25,-0.75,1.5,3.85,1.75,0.75,-0.5,0.1,,0.5,,1.65,3.5,0.1,4.0,1.25,-0.1,0.75,1.5,1.5,1.25,4.5,1.75,0.25,0.25,1.0,2.0,0.1,1.25,1.0,6.75,1.0,0.0,0.5,18.0,0.125,0.0,3.5
2021-10-31,38.0,0.1,7.75,0.25,-0.75,2.75,3.85,2.0,1.5,-0.6,0.1,,0.5,,1.8,3.5,0.1,4.0,1.5,-0.1,0.75,1.5,1.5,1.25,4.75,1.75,0.25,0.5,1.5,2.0,0.5,1.5,1.0,7.5,1.0,0.0,0.5,16.0,0.125,0.0,3.5
2021-11-30,38.0,0.1,7.75,0.25,-0.75,2.75,3.85,2.5,2.75,-0.6,0.1,,0.5,,2.1,3.5,0.1,4.0,2.0,-0.1,1.0,1.5,1.5,1.25,5.0,1.75,0.25,0.75,2.0,2.0,1.25,1.75,1.0,7.5,1.0,0.0,0.5,15.0,0.125,0.0,3.75
2021-12-31,38.0,0.1,9.25,0.25,-0.75,4.0,3.8,3.0,3.75,-0.6,0.25,,0.5,,2.4,3.5,0.1,4.0,2.0,-0.1,1.0,1.5,1.5,1.25,5.5,1.75,0.5,0.75,2.5,2.0,1.75,1.75,1.0,8.5,1.0,0.0,0.5,14.0,0.125,0.0,3.75
2022-01-31,40.0,0.1,9.25,0.25,-0.75,5.5,3.7,4.0,3.75,-0.6,0.25,,0.5,,2.9,3.5,0.1,4.0,2.0,-0.1,1.25,1.5,1.5,1.25,5.5,1.75,0.5,0.75,3.0,2.0,2.25,2.0,1.0,8.5,1.0,0.0,0.5,14.0,0.125,0.0,4.0
2022-02-28,42.5,0.1,10.75,0.25,-0.75,5.5,3.7,4.0,4.5,-0.6,0.5,,0.5,,3.4,3.5,0.1,4.0,2.75,-0.1,1.25,1.5,1.5,1.25,6.0,1.75,0.5,1.0,3.5,2.0,2.75,2.5,1.0,20.0,1.0,0.0,0.5,14.0,0.125,0.0,4.0
2022-03-31,44.5,0.1,11.75,0.5,-0.75,7.0,3.7,4.0,4.5,-0.6,0.75,,0.75,0.05,4.4,3.5,0.1,4.0,2.75,-0.1,1.25,1.75,1.5,1.25,6.5,1.75,0.75,1.0,4.0,2.0,3.5,2.5,1.0,20.0,1.25,0.0,0.5,14.0,0.375,0.0,4.25
2022-04-30,47.0,0.1,11.75,1.0,-0.75,7.0,3.7,5.0,5.0,-0.6,0.75,,0.75,0.0,5.4,3.5,0.35,4.0,2.75,-0.1,1.5,1.75,1.5,1.5,6.5,1.75,0.75,1.5,4.5,2.0,4.5,3.0,1.5,17.0,1.25,0.0,0.5,14.0,0.375,0.0,4.25
2022-05-31,49.0,0.35,12.75,1.0,-0.75,8.25,3.7,6.0,5.75,-0.6,1.0,,1.25,,5.4,3.5,0.75,4.4,3.75,-0.1,1.75,2.0,1.5,1.75,7.0,2.0,0.75,2.0,5.0,2.25,5.25,3.75,2.0,11.0,1.75,0.25,0.5,14.0,0.875,0.0,4.75
2022-06-30,52.0,0.85,13.25,1.5,-0.25,9.0,3.7,6.0,7.0,-0.6,1.25,,2.0,,7.75,3.5,0.75,4.9,4.75,-0.1,1.75,2.25,1.5,2.0,7.75,2.0,1.25,2.0,5.5,2.5,6.0,3.75,2.5,9.5,2.25,0.25,0.5,14.0,1.625,0.0,4.75
2022-07-31,60.0,1.35,13.25,2.5,-0.25,9.75,3.7,7.5,7.0,-0.1,1.25,,2.75,0.0,10.75,3.5,1.25,4.9,4.75,-0.1,2.25,2.5,1.5,2.5,7.75,2.25,1.25,2.5,6.0,3.25,6.5,4.75,2.75,8.0,3.0,0.75,0.5,14.0,2.375,0.5,5.5
2022-08-31,69.5,1.85,13.75,2.5,-0.25,9.75,3.65,9.0,7.0,-0.1,1.75,,2.75,,11.75,3.75,2.0,5.4,5.5,-0.1,2.5,2.75,1.5,2.5,8.5,2.25,1.75,3.0,6.5,3.75,6.5,5.5,3.0,8.0,3.0,0.75,0.75,13.0,2.375,0.5,5.5
2022-09-30,75.0,2.35,13.75,3.25,0.5,10.75,3.65,10.0,7.0,0.65,2.25,,3.5,,13.0,4.25,2.0,5.9,5.5,-0.1,2.5,3.0,2.0,3.0,9.25,2.5,2.25,3.0,6.75,4.25,6.75,5.5,3.5,7.5,3.75,1.75,1.0,12.0,3.125,1.25,6.25
2022-10-31,75.0,2.6,13.75,3.75,0.5,11.25,3.65,11.0,7.0,1.25,2.25,,3.5,,13.0,4.75,2.75,5.9,5.75,-0.1,3.0,3.0,2.0,3.5,9.25,2.5,2.25,3.5,7.0,4.25,6.75,6.25,4.0,7.5,3.75,1.75,1.0,10.5,3.125,1.25,6.25
2022-11-30,75.0,2.85,13.75,3.75,0.5,11.25,3.65,11.0,7.0,1.25,3.0,,4.25,,13.0,5.25,3.25,5.9,6.0,-0.1,3.25,3.0,2.0,4.25,10.0,2.75,2.5,4.25,7.25,5.0,6.75,6.75,4.5,7.5,4.5,2.5,1.25,9.0,3.875,2.0,7.0
2022-12-31,75.0,3.1,13.75,4.25,1.0,11.25,3.65,12.0,7.0,1.75,3.5,,4.75,,13.0,5.5,3.25,6.25,6.0,-0.1,3.25,3.5,2.5,4.75,10.5,2.75,2.75,4.25,7.5,5.5,6.75,6.75,5.0,7.5,5.0,2.5,1.25,9.0,4.375,2.5,7.0
2023-01-31,75.0,3.1,13.75,4.5,1.0,11.25,3.65,12.75,7.0,1.75,3.5,,4.75,,13.0,5.75,3.75,6.25,6.0,-0.1,3.5,4.0,2.5,4.75,10.5,2.75,2.75,4.25,7.75,5.5,6.75,7.0,5.25,7.5,5.0,2.5,1.5,9.0,4.375,2.5,7.25
2023-02-28,75.0,3.35,13.75,4.5,1.0,11.25,3.65,12.75,7.0,2.1,4.0,,5.0,,13.0,5.75,4.25,6.5,6.5,-0.1,3.5,4.0,2.5,5.25,11.0,2.75,2.75,4.75,7.75,6.0,6.75,7.0,5.5,7.5,5.25,3.0,1.5,8.5,4.625,3.0,7.25
2023-03-31,78.0,3.6,13.75,4.5,1.5,11.25,3.65,13.0,7.0,2.6,4.25,,5.25,,13.0,5.75,4.25,6.5,7.5,-0.1,3.5,4.0,3.0,5.5,11.25,2.75,3.0,4.75,7.75,6.25,6.75,7.0,5.75,7.5,5.5,3.0,1.75,8.5,4.875,3.5,7.75
2023-04-30,91.0,3.6,13.75,4.5,1.5,11.25,3.65,13.0,7.0,2.6,4.25,,5.25,,13.0,5.75,4.5,6.5,7.5,-0.1,3.5,4.0,3.0,5.5,11.25,2.75,3.0,5.25,7.75,6.25,6.75,7.0,6.0,7.5,5.5,3.0,1.75,8.5,4.875,3.5,7.75
2023-05-31,97.0,3.85,13.75,4.5,1.5,11.25,3.65,13.25,7.0,2.85,4.5,,5.5,,13.0,5.75,4.75,6.5,8.75,-0.1,3.5,4.0,3.0,5.75,11.25,3.0,3.25,5.5,7.75,6.25,6.75,7.0,6.0,7.5,5.75,3.5,2.0,8.5,5.125,3.75,8.25
2023-06-30,97.0,4.1,13.75,4.75,1.75,11.25,3.55,13.25,7.0,3.1,5.0,,5.5,,13.0,5.75,4.75,6.5,8.75,-0.1,3.5,4.0,3.0,6.0,11.25,3.0,3.75,5.5,7.75,6.25,6.75,7.0,6.25,7.5,5.75,3.5,2.0,15.0,5.125,4.0,8.25
2023-07-31,97.0,4.1,13.75,5.0,1.75,10.25,3.55,13.25,7.0,3.35,5.0,,5.75,,13.0,5.75,4.75,6.5,8.75,-0.1,3.5,4.25,3.0,6.0,11.25,3.0,3.75,5.5,7.75,6.25,6.75,7.0,6.5,8.5,6.0,3.75,2.0,17.5,5.375,4.0,8.25
2023-08-31,118.0,4.1,13.25,5.0,1.75,10.25,3.45,13.25,7.0,3.35,5.25,,5.75,,13.0,5.75,4.75,6.5,9.25,-0.1,3.5,4.25,3.0,6.15,11.25,3.0,4.0,5.5,7.75,6.25,6.75,7.0,6.5,12.0,6.0,3.75,2.25,25.0,5.375,4.25,8.25
2023-09-30,118.0,4.1,12.75,5.0,1.75,9.5,3.45,13.25,7.0,3.6,5.25,,5.75,,13.0,5.75,4.75,6.5,9.25,-0.1,3.5,4.25,3.0,6.3,11.25,3.0,4.25,5.5,7.5,6.25,6.0,7.0,6.5,13.0,6.0,4.0,2.5,30.0,5.375,4.5,8.25
2023-10-31,133.0,4.1,12.75,5.0,1.75,9.0,3.45,13.25,7.0,3.6,5.25,,5.75,,12.25,6.0,4.75,6.5,9.25,-0.1,3.5,4.25,3.0,6.3,11.25,3.0,4.25,5.5,7.25,6.5,5.75,7.0,6.5,15.0,6.0,4.0,2.5,35.0,5.375,4.5,8.25
2023-11-30,133.0,4.35,12.25,5.0,1.75,9.0,3.45,13.25,7.0,3.6,5.25,,5.75,,11.5,6.0,4.75,6.5,9.25,-0.1,3.5,4.25,3.0,6.3,11.25,3.0,4.25,5.5,7.0,6.5,5.75,7.0,6.5,15.0,6.0,4.0,2.5,40.0,5.375,4.5,8.25
2023-12-31,100.0,4.35,11.75,5.0,1.75,8.25,3.45,13.0,6.75,3.6,5.25,,5.75,,10.75,6.0,4.75,6.5,9.25,-0.1,3.5,4.25,3.0,6.3,11.25,3.0,4.5,5.5,6.75,6.5,5.75,7.0,6.5,16.0,6.0,4.0,2.5,42.5,5.375,4.5,8.25
2024-01-31,100.0,4.35,11.75,5.0,1.75,8.25,3.45,13.0,6.75,3.6,5.25,,5.75,,10.0,6.0,4.5,6.5,9.25,-0.1,3.5,4.25,3.0,6.3,11.25,3.0,4.5,5.5,6.5,6.5,5.75,7.0,6.5,16.0,6.0,4.0,2.5,45.0,5.375,4.5,8.25
2024-02-29,100.0,4.35,11.25,5.0,1.75,7.25,3.45,12.75,6.25,3.6,5.25,,5.75,,9.0,6.0,4.5,6.5,9.25,-0.1,3.5,4.25,3.0,6.3,11.25,3.0,4.5,5.5,6.25,6.5,5.75,7.0,6.5,16.0,6.0,4.0,2.5,45.0,5.375,4.5,8.25
2024-03-31,80.0,4.35,10.75,5.0,1.5,7.25,3.45,12.25,5.75,3.6,5.25,,5.75,,8.25,6.0,4.5,6.5,9.25,0.05,3.5,4.25,3.0,6.3,11.0,3.0,4.5,5.5,6.25,6.5,5.75,7.0,6.5,16.0,6.0,4.0,2.5,50.0,5.375,4.5,8.25
2024-04-30,60.0,4.35,10.75,5.0,1.5,6.5,3.45,12.25,5.75,3.6,5.25,,5.75,,7.75,6.25,4.5,6.5,9.25,0.05,3.5,4.25,3.0,6.3,11.0,3.0,4.5,5.5,6.0,6.5,5.75,7.0,6.5,16.0,6.0,4.0,2.5,50.0,5.375,4.5,8.25
2024-05-31,40.0,4.35,10.5,5.0,1.5,6.0,3.45,11.75,5.25,3.6,5.25,,5.75,,7.25,6.25,4.5,6.5,9.25,0.05,3.5,4.25,3.0,6.3,11.0,3.0,4.5,5.5,5.75,6.5,5.75,7.0,6.5,16.0,6.0,3.75,2.5,50.0,5.375,4.5,8.25
2024-06-30,40.0,4.35,10.5,4.75,1.25,5.75,3.45,11.75,4.75,3.35,5.25,,5.75,,7.0,6.25,4.5,6.5,9.25,0.05,3.5,4.25,2.75,6.3,11.0,3.0,4.5,5.5,5.75,6.5,5.75,7.0,6.25,16.0,6.0,3.75,2.5,50.0,5.375,4.25,8.25
2024-07-31,40.0,4.35,10.5,4.5,1.25,5.75,3.35,11.25,4.75,3.35,5.25,,5.75,,6.75,6.25,4.5,6.5,9.25,0.05,3.5,4.25,2.75,6.3,11.0,3.0,4.5,5.5,5.75,6.5,5.75,6.75,6.0,18.0,6.0,3.75,2.5,50.0,5.375,4.25,8.25
2024-08-31,40.0,4.35,10.5,4.5,1.25,5.75,3.35,10.75,4.5,3.35,5.0,,5.75,,6.75,6.25,4.5,6.5,9.25,0.25,3.5,4.25,2.75,6.3,10.75,3.0,4.5,5.25,5.5,6.25,5.75,6.5,6.0,18.0,6.0,3.5,2.5,50.0,5.375,4.25,8.25
2024-09-30,40.0,4.35,10.75,4.25,1.0,5.5,3.35,10.75,4.25,3.1,5.0,,5.25,,6.5,6.0,4.5,6.5,9.25,0.25,3.5,4.0,2.75,6.05,10.5,3.0,4.5,5.25,5.25,6.25,5.75,6.5,5.75,19.0,5.5,3.5,2.5,50.0,4.875,3.5,8.0
2024-10-31,40.0,4.35,10.75,3.75,1.0,5.25,3.1,10.25,4.25,2.85,5.0,,5.25,,6.5,6.0,4.5,6.5,9.0,0.25,3.25,4.0,2.75,5.8,10.5,3.0,4.5,4.75,5.25,6.0,5.75,6.5,5.75,21.0,5.5,3.25,2.25,50.0,4.875,3.25,8.0
2024-11-30,35.0,4.35,11.25,3.75,1.0,5.25,3.1,9.75,4.0,2.85,4.75,,5.0,,6.5,6.0,4.5,6.5,8.5,0.25,3.0,4.0,2.75,5.8,10.25,3.0,4.5,4.25,5.0,6.0,5.75,6.5,5.75,21.0,5.25,2.75,2.25,50.0,4.625,3.25,7.75
2024-12-31,32.0,4.35,12.25,3.25,0.5,5.0,3.1,9.5,4.0,2.6,4.75,,4.75,,6.5,6.0,4.5,6.5,8.5,0.25,3.0,4.0,2.5,5.55,10.0,3.0,4.5,4.25,5.0,5.75,5.75,6.5,5.75,21.0,5.0,2.75,2.25,47.5,4.375,3.0,7.75
2025-01-31,29.0,4.35,13.25,3.0,0.5,5.0,3.1,9.5,4.0,2.35,4.75,,4.75,,6.5,5.75,4.5,6.5,8.5,0.5,3.0,4.0,2.5,5.55,10.0,3.0,4.5,4.25,4.75,5.75,5.75,6.5,5.75,21.0,5.0,2.5,2.25,45.0,4.375,3.0,7.5
2025-02-28,29.0,4.1,13.25,3.0,0.5,5.0,3.1,9.5,3.75,2.35,4.5,,4.75,,6.5,5.75,4.5,6.25,8.0,0.5,2.75,4.0,2.5,5.35,9.5,3.0,4.5,3.75,4.75,5.75,5.75,6.5,5.75,21.0,5.0,2.25,2.0,45.0,4.375,2.75,7.5
2025-03-31,29.0,4.1,14.25,2.75,0.25,5.0,3.1,9.5,3.75,2.1,4.5,,4.75,,6.5,5.75,4.5,6.25,7.75,0.5,2.75,4.0,2.25,5.35,9.0,3.0,4.5,3.75,4.75,5.75,5.75,6.5,5.75,21.0,5.0,2.25,2.0,42.5,4.375,2.5,7.5
2025-04-30,29.0,4.1,14.25,2.75,0.25,5.0,3.1,9.5,3.75,1.85,4.5,,4.75,,6.5,5.75,4.5,6.0,7.75,0.5,2.75,4.0,2.25,5.35,9.0,3.0,4.5,3.5,4.75,5.5,5.75,6.5,5.75,21.0,5.0,2.25,1.75,46.0,4.375,2.25,7.5
2025-05-31,29.0,3.85,14.75,2.75,0.25,5.0,3.0,9.25,3.5,1.85,4.25,,4.75,,6.5,5.5,4.5,6.0,7.5,0.5,2.5,4.0,2.25,5.35,8.5,3.0,4.5,3.25,4.5,5.5,5.25,6.5,5.75,21.0,5.0,2.25,1.75,46.0,4.375,2.25,7.25
2025-06-30,29.0,3.85,15.0,2.75,0.0,5.0,3.0,9.25,3.5,1.6,4.25,,4.75,,6.5,5.5,4.5,5.5,7.5,0.5,2.5,4.0,2.25,5.35,8.0,3.0,4.25,3.25,4.5,5.25,5.25,6.5,5.75,20.0,5.0,2.0,1.75,46.0,4.375,2.0,7.25
2025-07-31,,3.85,15.0,2.75,0.0,4.75,3.0,9.25,3.5,1.6,4.25,,4.75,,6.5,5.25,4.5,5.5,7.5,0.5,2.5,4.0,2.25,5.35,8.0,2.75,4.25,3.25,4.5,5.25,5.0,6.5,5.75,18.0,5.0,2.0,1.75,43.0,4.375,2.0,7.25
2025-08-31,,3.6,15.0,2.75,0.0,4.75,3.0,9.25,3.5,1.6,4.0,,4.75,,6.5,5.0,4.5,5.5,7.5,0.5,2.5,4.0,2.25,5.35,7.75,2.75,4.25,3.0,4.5,5.0,5.0,6.5,5.75,18.0,5.0,2.0,1.5,43.0,4.375,2.0,7.0
2025-09-30,,3.6,15.0,2.5,0.0,4.75,3.0,9.25,3.5,1.6,4.0,,4.5,,6.5,4.75,4.5,,7.5,0.5,2.5,3.75,2.25,5.35,7.5,2.75,4.0,3.0,4.25,5.0,4.75,6.5,5.75,17.0,4.75,2.0,1.5,40.5,4.125,2.0,7.0
