The original source of this data is from the Bank for International Settlements
https://data.bis.org/topics/CBPOL/data?ref=bambooweekly.com&filter=FREQ%3DM%255ETIMESPAN%3D2000-01-01_2025-11-03

TIME_PERIOD:Period,AR:Argentina,AU:Australia,BR:Brazil,CA:Canada,CH:Switzerland,CL:Chile,CN:China,CO:Colombia,CZ:Czechia,DK:Denmark,GB:United Kingdom,GR:Greece,HK:Hong Kong SAR,HR:Croatia,HU:Hungary,ID:Indonesia,IL:Israel,IN:India,IS:Iceland,JP:Japan,KR:Korea,KW:Kuwait,MA:Morocco,MK:North Macedonia,MX:Mexico,MY:Malaysia,NO:Norway,NZ:New Zealand,PE:Peru,PH:Philippines,PL:Poland,RO:Romania,RS:Serbia,RU:Russia,SA:Saudi Arabia,SE:Sweden,TH:Thailand,TR:Türkiye,US:United States,XM:Euro area,ZA:South Africa
2008-03-31,11.07,7.2498,11.25,3.5,2.75,6.25,7.47,9.75,3.75,4.25,5.25,,3.75,1.77,7.5,8.0,3.25,7.75,15.0,0.5,5.0,5.75,3.25,6.0,7.5,3.5,5.25,8.25,5.25,5.0,5.75,9.5,14.5,10.25,5.5,4.25,3.25,15.25,2.25,4.0,11.0
2008-04-30,11.52,7.25,11.75,3.0,2.75,6.25,7.47,9.75,3.75,4.25,5.0,,3.75,2.63,8.25,8.0,3.25,7.75,15.5,0.5,5.0,5.75,3.25,6.0,7.5,3.5,5.5,8.25,5.5,5.0,5.75,9.5,15.25,10.5,5.5,4.25,3.25,15.25,2.0,4.0,11.5
2008-05-31,11.8,7.25,11.75,3.0,2.75,6.25,7.47,9.75,3.75,4.35,5.0,,3.5,3.17,8.5,8.25,3.5,7.75,15.5,0.5,5.0,5.75,3.25,7.0,7.5,3.5,5.5,8.25,5.5,5.0,5.75,9.75,15.75,10.5,5.5,4.25,3.25,15.75,2.0,4.0,11.5
2008-06-30,11.84,7.25,12.25,3.0,2.75,6.75,7.47,9.75,3.75,4.35,5.0,,3.5,4.42,8.5,8.5,3.75,8.5,15.5,0.5,5.0,5.75,3.5,7.0,7.75,3.5,5.75,8.25,5.75,5.25,6.0,10.0,15.75,10.75,5.5,4.25,3.25,16.25,2.0,4.0,12.0
2008-07-31,12.2,7.25,13.0,3.0,2.75,7.25,7.47,10.0,3.75,4.6,5.0,,3.5,3.5,8.5,8.75,4.0,9.0,15.5,0.5,5.0,5.75,3.5,7.0,8.0,3.5,5.75,8.0,6.0,5.75,6.0,10.0,15.75,11.0,5.5,4.5,3.5,16.75,2.0,4.25,12.0
2008-08-31,12.2,7.25,13.0,3.0,2.75,7.75,7.47,10.0,3.5,4.6,5.0,,3.5,3.57,8.5,9.0,4.25,9.0,15.5,0.5,5.25,5.75,3.5,7.0,8.25,3.5,5.75,8.0,6.25,6.0,6.0,10.25,15.75,11.0,5.5,4.5,3.75,16.75,2.0,4.25,12.0
2008-09-30,12.26,7.0,13.75,3.0,2.75,8.25,7.2,10.0,3.5,4.6,5.0,,3.5,9.84,8.5,9.25,4.25,9.0,15.5,0.5,5.25,5.75,3.5,7.0,8.25,3.5,5.75,7.5,6.5,6.0,6.0,10.25,15.75,11.0,5.5,4.75,3.75,16.75,2.0,4.25,12.0
2008-10-31,12.48,6.0,13.75,2.25,2.5,8.25,6.66,10.0,3.5,5.5,4.5,,1.5,16.88,11.5,9.5,3.5,8.0,18.0,0.3,4.25,4.25,3.5,7.0,8.25,3.5,4.75,6.5,6.5,6.0,6.0,10.25,15.75,11.0,5.0,3.75,3.75,16.75,1.0,3.75,12.0
2008-11-30,12.5,5.25,13.75,2.25,1.0,8.25,5.58,10.0,2.75,5.0,3.0,,1.5,17.46,11.0,9.5,2.5,7.5,18.0,0.3,4.0,4.25,3.5,7.0,8.25,3.25,4.75,6.5,6.5,6.0,5.75,10.25,17.75,12.0,3.0,3.75,3.75,16.25,1.0,3.25,12.0
2008-12-31,12.05,4.25,13.75,1.5,0.5,8.25,5.31,9.5,2.25,3.75,2.0,,0.5,3.37,10.0,9.25,2.5,6.5,18.0,0.1,3.0,3.75,3.5,7.0,8.25,3.25,3.0,5.0,6.5,5.5,5.0,10.25,17.75,13.0,2.5,2.0,2.75,15.0,0.125,2.5,11.5
2009-01-31,12.5,4.25,12.75,1.0,0.5,7.25,5.31,9.5,2.25,3.0,1.5,,0.5,9.39,9.5,8.75,1.0,5.5,18.0,0.1,2.5,3.75,3.5,7.0,7.75,2.5,3.0,3.5,6.5,5.0,4.25,10.25,16.5,13.0,2.0,2.0,2.0,13.0,0.125,2.0,11.5
2009-02-28,13.4,3.25,12.75,1.0,0.5,4.75,5.31,9.0,1.75,3.0,1.0,,0.5,39.9,9.5,8.25,0.75,5.5,18.0,0.1,2.0,3.75,3.5,7.0,7.5,2.0,2.5,3.5,6.25,5.0,4.0,10.0,16.5,13.0,2.0,1.0,1.5,11.5,0.125,2.0,10.5
2009-03-31,14.0,3.25,11.25,0.5,0.375,2.25,5.31,7.0,1.75,2.25,0.5,,0.5,6.55,9.5,7.75,0.5,5.0,17.0,0.1,2.0,3.75,3.25,7.0,6.75,2.0,2.0,3.0,6.0,4.75,3.75,10.0,16.5,13.0,2.0,1.0,1.5,10.5,0.125,1.5,9.5
2009-04-30,14.35,3.0,10.25,0.25,0.375,1.75,5.31,7.0,1.75,2.0,0.5,,0.5,5.87,9.5,7.5,0.5,4.75,12.5,0.1,2.0,3.5,3.25,9.0,6.0,2.0,2.0,2.5,5.0,4.5,3.75,10.0,14.0,12.5,2.0,0.5,1.25,9.75,0.125,1.25,9.5
2009-05-31,14.55,3.0,10.25,0.25,0.375,1.25,5.31,6.0,1.5,1.65,0.5,,0.5,5.97,9.5,7.25,0.5,4.75,9.5,0.1,2.0,3.0,3.25,9.0,5.25,2.0,1.5,2.5,4.0,4.25,3.75,9.5,14.0,12.0,2.0,0.5,1.25,9.25,0.125,1.0,7.5
2009-06-30,16.25,3.0,9.25,0.25,0.375,0.75,5.31,4.5,1.5,1.45,0.5,,0.5,6.39,9.5,7.0,0.5,4.75,9.5,0.1,2.0,3.0,3.25,9.0,4.75,2.0,1.25,2.5,3.0,4.25,3.5,9.5,13.0,11.5,2.0,0.5,1.25,8.75,0.125,1.0,7.5
2009-07-31,14.59,3.0,8.75,0.25,0.375,0.5,5.31,4.5,1.5,1.45,0.5,,0.5,6.37,8.5,6.75,0.5,4.75,9.5,0.1,2.0,3.0,3.25,9.0,4.5,2.0,1.25,2.5,2.0,4.0,3.5,9.0,12.0,11.0,2.0,0.25,1.25,8.25,0.125,1.0,7.5
2009-08-31,15.89,3.0,8.75,0.25,0.375,0.5,5.31,4.5,1.25,1.25,0.5,,0.5,4.69,8.0,6.5,0.75,4.75,9.5,0.1,2.0,3.0,3.25,9.0,4.5,2.0,1.25,2.5,1.25,4.0,3.5,8.5,12.0,10.75,2.0,0.25,1.25,7.75,0.125,1.0,7.0
2009-09-30,9.75,3.0,8.75,0.25,0.375,0.5,5.31,4.0,1.25,1.0,0.5,,0.5,6.83,7.5,6.5,0.75,4.75,9.5,0.1,2.0,3.0,3.25,9.0,4.5,2.0,1.25,2.5,1.25,4.0,3.5,8.0,12.0,10.0,2.0,0.25,1.25,7.25,0.125,1.0,7.0
2009-10-31,9.5,3.25,8.75,0.25,0.375,0.5,5.31,4.0,1.25,1.0,0.5,,0.5,1.21,7.0,6.5,0.75,4.75,9.75,0.1,2.0,3.0,3.25,9.0,4.5,2.0,1.5,2.5,1.25,4.0,3.5,8.0,11.0,9.5,2.0,0.25,1.25,6.75,0.125,1.0,7.0
2009-11-30,9.5,3.5,8.75,0.25,0.375,0.5,5.31,3.5,1.25,1.0,0.5,,0.5,0.8,6.5,6.5,1.0,4.75,9.625,0.1,2.0,3.0,3.25,9.0,4.5,2.0,1.5,2.5,1.25,4.0,3.5,8.0,10.0,9.0,2.0,0.25,1.25,6.5,0.125,1.0,7.0
2009-12-31,9.5,3.75,8.75,0.25,0.375,0.5,5.31,3.5,1.0,0.95,0.5,,0.5,0.98,6.25,6.5,1.25,4.75,9.125,0.1,2.0,3.0,3.25,8.5,4.5,2.0,1.75,2.5,1.25,4.0,3.5,8.0,9.5,8.75,2.0,0.25,1.25,6.5,0.125,1.0,7.0
2010-01-31,9.5,3.75,8.75,0.25,0.375,0.5,5.31,3.5,1.0,0.8,0.5,,0.5,0.78,6.0,6.5,1.25,4.75,8.625,0.1,2.0,3.0,3.25,8.0,4.5,2.0,1.75,2.5,1.25,4.0,3.5,7.5,9.5,8.75,2.0,0.25,1.25,6.5,0.125,1.0,7.0
2010-02-28,9.5,3.75,8.75,0.25,0.375,0.5,5.31,3.5,1.0,0.8,0.5,,0.5,0.42,5.75,6.5,1.25,4.75,8.625,0.1,2.0,2.5,3.25,7.5,4.5,2.0,1.75,2.5,1.25,4.0,3.5,7.0,9.5,8.5,2.0,0.25,1.25,6.5,0.125,1.0,7.0
2010-03-31,9.5,4.0,8.75,0.25,0.375,0.5,5.31,3.5,1.0,0.7,0.5,,0.5,0.77,5.5,6.5,1.25,5.0,8.125,0.1,2.0,2.5,3.25,6.5,4.5,2.25,1.75,2.5,1.25,4.0,3.5,6.5,9.0,8.25,2.0,0.25,1.25,6.5,0.125,1.0,6.5
2010-04-30,9.5,4.25,9.5,0.25,0.375,0.5,5.31,3.5,1.0,0.7,0.5,,0.5,0.83,5.25,6.5,1.5,5.25,8.125,0.1,2.0,2.5,3.25,6.5,4.5,2.25,1.75,2.5,1.25,4.0,3.5,6.5,8.5,8.0,2.0,0.25,1.25,6.5,0.125,1.0,6.5
2010-05-31,9.5,4.5,9.5,0.25,0.375,0.5,5.31,3.0,0.75,0.5,0.5,,0.5,0.7,5.25,6.5,1.5,5.25,7.625,0.1,2.0,2.5,3.25,6.0,4.5,2.5,2.0,2.5,1.5,4.0,3.5,6.25,8.0,7.75,2.0,0.25,1.25,7.0,0.125,1.0,6.5
2010-06-30,9.5,4.5,10.25,0.5,0.375,1.0,5.31,3.0,0.75,0.5,0.5,,0.5,1.03,5.25,6.5,1.5,5.25,7.125,0.1,2.0,2.5,3.25,5.0,4.5,2.5,2.0,2.75,1.75,4.0,3.5,6.25,8.0,7.75,2.0,0.25,1.25,7.0,0.125,1.0,6.5
2010-07-31,9.5,4.5,10.75,0.75,0.375,1.5,5.31,3.0,0.75,0.5,0.5,,0.5,1.37,5.25,6.5,1.75,5.75,7.125,0.1,2.25,2.5,3.25,5.0,4.5,2.75,2.0,3.0,2.0,4.0,3.5,6.25,8.0,7.75,2.0,0.5,1.5,7.0,0.125,1.0,6.5
2010-08-31,9.5,4.5,10.75,0.75,0.375,2.0,5.31,3.0,0.75,0.5,0.5,,0.5,0.88,5.25,6.5,1.75,5.75,6.125,0.1,2.25,2.5,3.25,4.5,4.5,2.75,2.0,3.0,2.5,4.0,3.5,6.25,8.5,7.75,2.0,0.5,1.75,7.0,0.125,1.0,6.5
2010-09-30,9.5,4.5,10.75,1.0,0.375,2.5,5.31,3.0,0.75,0.5,0.5,,0.5,0.87,5.25,6.5,2.0,6.0,5.375,0.1,2.25,2.5,3.25,4.5,4.5,2.75,2.0,3.0,3.0,4.0,3.5,6.25,9.0,7.75,2.0,0.75,1.75,7.0,0.125,1.0,6.0
2010-10-31,9.5,4.5,10.75,1.0,0.375,2.75,5.56,3.0,0.75,0.7,0.5,,0.5,0.74,5.25,6.5,2.0,6.0,5.375,0.05,2.25,2.5,3.25,4.5,4.5,2.75,2.0,3.0,3.0,4.0,3.5,6.25,9.5,7.75,2.0,1.0,1.75,7.0,0.125,1.0,6.0
2010-11-30,9.5,4.75,10.75,1.0,0.375,3.0,5.56,3.0,0.75,0.7,0.5,,0.5,0.71,5.5,6.5,2.0,6.25,4.625,0.05,2.5,2.5,3.25,4.5,4.5,2.75,2.0,3.0,3.0,4.0,3.5,6.25,10.5,7.75,2.0,1.0,1.75,7.0,0.125,1.0,5.5
2010-12-31,9.5,4.75,10.75,1.0,0.375,3.25,5.81,3.0,0.75,0.7,0.5,,0.5,0.81,5.75,6.5,2.0,6.25,3.875,0.05,2.5,2.5,3.25,4.0,4.5,2.75,2.0,3.0,3.0,4.0,3.5,6.25,11.5,7.75,2.0,1.25,2.0,6.5,0.125,1.0,5.5
2011-01-31,9.5,4.75,11.25,1.0,0.375,3.25,5.81,3.0,0.75,0.7,0.5,,0.5,0.57,6.0,6.5,2.25,6.5,3.875,0.05,2.75,2.5,3.25,4.0,4.5,2.75,2.0,3.0,3.25,4.0,3.75,6.25,12.0,7.75,2.0,1.25,2.25,6.25,0.125,1.0,5.5
2011-02-28,9.5,4.75,11.25,1.0,0.375,3.5,6.06,3.25,0.75,0.7,0.5,,0.5,0.67,6.0,6.75,2.5,6.5,3.625,0.05,2.75,2.5,3.25,4.0,4.5,2.75,2.0,3.0,3.5,4.0,3.75,6.25,12.0,8.0,2.0,1.5,2.25,6.25,0.125,1.0,5.5
2011-03-31,9.5,4.75,11.75,1.0,0.375,4.0,6.06,3.5,0.75,0.7,0.5,,0.5,0.63,6.0,6.75,3.0,6.75,3.625,0.05,3.0,2.5,3.25,4.0,4.5,2.75,2.0,2.5,3.75,4.25,3.75,6.25,12.25,8.0,2.0,1.5,2.5,6.25,0.125,1.0,5.5
2011-04-30,9.5,4.75,12.0,1.0,0.375,4.5,6.31,3.5,0.75,0.95,0.5,,0.5,0.7,6.0,6.75,3.0,6.75,3.625,0.05,3.0,2.5,3.25,4.0,4.5,2.75,2.0,2.5,4.0,4.25,4.0,6.25,12.5,8.0,2.0,1.75,2.75,6.25,0.125,1.25,5.5
2011-05-31,9.5,4.75,12.0,1.0,0.375,5.0,6.31,4.0,0.75,0.95,0.5,,0.5,0.45,6.0,6.75,3.25,7.25,3.625,0.05,3.0,2.5,3.25,4.0,4.5,3.0,2.25,2.5,4.25,4.5,4.25,6.25,12.5,8.25,2.0,1.75,2.75,6.25,0.125,1.25,5.5
2011-06-30,9.5,4.75,12.25,1.0,0.375,5.25,6.31,4.25,0.75,0.95,0.5,,0.5,0.38,6.0,6.75,3.25,7.5,3.625,0.05,3.25,2.5,3.25,4.0,4.5,3.0,2.25,2.5,4.25,4.5,4.5,6.25,12.0,8.25,2.0,1.75,3.0,6.25,0.125,1.25,5.5
2011-07-31,9.5,4.75,12.5,1.0,0.375,5.25,6.56,4.25,0.75,1.2,0.5,,0.5,0.47,6.0,6.75,3.25,8.0,3.625,0.05,3.25,2.5,3.25,4.0,4.5,3.0,2.25,2.5,4.25,4.5,4.5,6.25,11.75,8.25,2.0,2.0,3.25,6.25,0.125,1.5,5.5
2011-08-31,9.5,4.75,12.5,1.0,0.125,5.25,6.56,4.5,0.75,1.1,0.5,,0.5,0.42,6.0,6.75,3.25,8.0,3.875,0.05,3.25,2.5,3.25,4.0,4.5,3.0,2.25,2.5,4.25,4.5,4.5,6.25,11.75,8.25,2.0,2.0,3.5,5.75,0.125,1.5,5.5
2011-09-30,9.5,4.75,12.0,1.0,0.125,5.25,6.56,4.5,0.75,1.0,0.5,,0.5,1.25,6.0,6.75,3.25,8.25,3.875,0.05,3.25,2.5,3.25,4.0,4.5,3.0,2.25,2.5,4.25,4.5,4.5,6.25,11.25,8.25,2.0,2.0,3.5,5.75,0.125,1.5,5.5
2011-10-31,9.5,4.75,11.5,1.0,0.125,5.25,6.56,4.5,0.75,1.0,0.5,,0.5,0.76,6.0,6.5,3.0,8.5,3.875,0.05,3.25,2.5,3.25,4.0,4.5,3.0,2.25,2.5,4.25,4.5,4.5,6.25,10.75,8.25,2.0,2.0,3.5,5.75,0.125,1.5,5.5
2011-11-30,9.5,4.5,11.5,1.0,0.125,5.25,6.56,4.75,0.75,0.65,0.5,,0.5,0.52,6.5,6.0,3.0,8.5,4.125,0.05,3.25,2.5,3.25,4.0,4.5,3.0,2.25,2.5,4.25,4.5,4.5,6.0,10.0,8.25,2.0,2.0,3.25,5.75,0.125,1.25,5.5
2011-12-31,9.5,4.25,11.0,1.0,0.125,5.25,6.56,4.75,0.75,0.3,0.5,,0.5,1.57,7.0,6.0,2.75,8.5,4.125,0.05,3.25,2.5,3.25,4.0,4.5,3.0,1.75,2.5,4.25,4.5,4.5,6.0,9.75,8.0,2.0,1.75,3.25,5.75,0.125,1.0,5.5
2012-01-31,9.5,4.25,10.5,1.0,0.125,5.0,6.56,5.0,0.75,0.3,0.5,,0.5,1.25,7.0,6.0,2.5,8.5,4.125,0.05,3.25,2.5,3.25,4.0,4.5,3.0,1.75,2.5,4.25,4.25,4.5,5.75,9.5,8.0,2.0,1.75,3.0,5.75,0.125,1.0,5.5
2012-02-29,9.5,4.25,10.5,1.0,0.125,5.0,6.56,5.25,0.75,0.3,0.5,,0.5,1.04,7.0,5.75,2.5,8.5,4.125,0.05,3.25,2.5,3.25,4.0,4.5,3.0,1.75,2.5,4.25,4.25,4.5,5.5,9.5,8.0,2.0,1.5,3.0,5.75,0.125,1.0,5.5
2012-03-31,9.5,4.25,9.75,1.0,0.125,5.0,6.56,5.25,0.75,0.3,0.5,,0.5,1.29,7.0,5.75,2.5,8.5,4.375,0.05,3.25,2.5,3.0,4.0,4.5,3.0,1.5,2.5,4.25,4.0,4.5,5.25,9.5,8.0,2.0,1.5,3.0,5.75,0.125,1.0,5.5
2012-04-30,9.5,4.25,9.0,1.0,0.125,5.0,6.56,5.25,0.75,0.3,0.5,,0.5,0.48,7.0,5.75,2.5,8.0,4.375,0.05,3.25,2.5,3.0,3.94,4.5,3.0,1.5,2.5,4.25,4.0,4.5,5.25,9.5,8.0,2.0,1.5,3.0,5.75,0.125,1.0,5.5
2012-05-31,9.5,3.75,8.5,1.0,0.125,5.0,6.56,5.25,0.75,0.2,0.5,,0.5,0.4,7.0,5.75,2.5,8.0,4.875,0.05,3.25,2.5,3.0,3.71,4.5,3.0,1.5,2.5,4.25,4.0,4.75,5.25,9.5,8.0,2.0,1.5,3.0,5.75,0.125,1.0,5.5
2012-06-30,9.5,3.5,8.5,1.0,0.125,5.0,6.31,5.25,0.5,0.05,0.5,,0.5,0.74,7.0,5.75,2.25,8.0,5.125,0.05,3.25,2.5,3.0,3.73,4.5,3.0,1.5,2.5,4.25,4.0,4.75,5.25,10.0,8.25,2.0,1.5,3.0,5.75,0.125,1.0,5.5
2012-07-31,9.5,3.5,8.0,1.0,0.125,5.0,6.0,5.0,0.5,-0.2,0.5,,0.5,0.5,7.0,5.75,2.25,8.0,5.125,0.05,3.0,2.5,3.0,3.73,4.5,3.0,1.5,2.5,4.25,3.75,4.75,5.25,10.25,8.0,2.0,1.5,3.0,5.75,0.125,0.75,5.0
2012-08-31,9.5,3.5,7.5,1.0,0.125,5.0,6.0,4.75,0.5,-0.2,0.5,,0.5,1.43,6.75,5.75,2.25,8.0,5.125,0.05,3.0,2.5,3.0,3.73,4.5,3.0,1.5,2.5,4.25,3.75,4.75,5.25,10.5,8.0,2.0,1.5,3.0,5.75,0.125,0.75,5.0
2012-09-30,9.5,3.5,7.5,1.0,0.125,5.0,6.0,4.75,0.5,-0.2,0.5,,0.5,0.54,6.5,5.75,2.25,8.0,5.125,0.05,3.0,2.5,3.0,3.73,4.5,3.0,1.5,2.5,4.25,3.75,4.75,5.25,10.5,8.25,2.0,1.25,3.0,5.75,0.125,0.75,5.0
2012-10-31,9.5,3.25,7.25,1.0,0.125,5.0,6.0,4.75,0.25,-0.2,0.5,,0.5,0.49,6.25,5.75,2.25,8.0,5.125,0.05,2.75,2.0,3.0,3.73,4.5,3.0,1.5,2.5,4.25,3.5,4.75,5.25,10.75,8.25,2.0,1.25,2.75,5.75,0.125,0.75,5.0
2012-11-30,9.5,3.25,7.25,1.0,0.125,5.0,6.0,4.5,0.05,-0.2,0.5,,0.5,0.42,6.0,5.75,2.0,8.0,5.375,0.05,2.75,2.0,3.0,3.73,4.5,3.0,1.5,2.5,4.25,3.5,4.5,5.25,10.95,8.25,2.0,1.25,2.75,5.75,0.125,0.75,5.0
2012-12-31,9.5,3.0,7.25,1.0,0.125,5.0,6.0,4.25,0.05,-0.2,0.5,,0.5,0.59,5.75,5.75,1.75,8.0,5.375,0.05,2.75,2.0,3.0,3.73,4.5,3.0,1.5,2.5,4.25,3.5,4.25,5.25,11.25,8.25,2.0,1.0,2.75,5.5,0.125,0.75,5.0
2013-01-31,9.5,3.0,7.25,1.0,0.125,5.0,6.0,4.0,0.05,-0.1,0.5,,0.5,0.22,5.5,5.75,1.75,7.75,5.375,0.05,2.75,2.0,3.0,3.49,4.5,3.0,1.5,2.5,4.25,3.5,4.0,5.25,11.5,8.25,2.0,1.0,2.75,5.5,0.125,0.75,5.0
2013-02-28,9.5,3.0,7.25,1.0,0.125,5.0,6.0,3.75,0.05,-0.1,0.5,,0.5,0.22,5.25,5.75,1.75,7.75,5.375,0.05,2.75,2.0,3.0,3.48,4.5,3.0,1.5,2.5,4.25,3.5,3.75,5.25,11.75,8.25,2.0,1.0,2.75,5.5,0.125,0.75,5.0
2013-03-31,9.5,3.0,7.25,1.0,0.125,5.0,6.0,3.25,0.05,-0.1,0.5,,0.5,0.78,5.0,5.75,1.75,7.5,5.375,0.05,2.75,2.0,3.0,3.42,4.0,3.0,1.5,2.5,4.25,3.5,3.25,5.25,11.75,8.25,2.0,1.0,2.75,5.5,0.125,0.75,5.0
2013-04-30,9.5,3.0,7.5,1.0,0.125,5.0,6.0,3.25,0.05,-0.1,0.5,,0.5,0.26,4.75,5.75,1.75,7.5,5.375,0.05,2.75,2.0,3.0,3.38,4.0,3.0,1.5,2.5,4.25,3.5,3.25,5.25,11.75,8.25,2.0,1.0,2.75,5.0,0.125,0.75,5.0
2013-05-31,9.5,2.75,8.0,1.0,0.125,5.0,6.0,3.25,0.05,-0.1,0.5,,0.5,0.26,4.5,5.75,1.25,7.25,5.375,,2.5,2.0,3.0,3.37,4.0,3.0,1.5,2.5,4.25,3.5,3.0,5.25,11.25,8.25,2.0,1.0,2.5,4.5,0.125,0.5,5.0
2013-06-30,9.5,2.75,8.0,1.0,0.125,5.0,6.0,3.25,0.05,-0.1,0.5,,0.5,0.36,4.25,6.0,1.25,7.25,5.375,,2.5,2.0,3.0,3.21,4.0,3.0,1.5,2.5,4.25,3.5,2.75,5.25,11.0,8.25,2.0,1.0,2.5,4.5,0.125,0.5,5.0
2013-07-31,9.5,2.75,8.5,1.0,0.125,5.0,6.0,3.25,0.05,-0.1,0.5,,0.5,0.25,4.0,6.5,1.25,7.25,5.375,,2.5,2.0,3.0,3.25,4.0,3.0,1.5,2.5,4.25,3.5,2.5,5.0,11.0,8.25,2.0,1.0,2.5,4.5,0.125,0.5,5.0
2013-08-31,9.5,2.5,9.0,1.0,0.125,5.0,6.0,3.25,0.05,-0.1,0.5,,0.5,0.21,3.8,7.0,1.25,7.25,5.375,,2.5,2.0,3.0,3.25,4.0,3.0,1.5,2.5,4.25,3.5,2.5,4.5,11.0,8.25,2.0,1.0,2.5,4.5,0.125,0.5,5.0
2013-09-30,9.5,2.5,9.0,1.0,0.125,5.0,6.0,3.25,0.05,-0.1,0.5,,0.5,0.56,3.6,7.25,1.0,7.5,5.375,,2.5,2.0,3.0,3.25,3.75,3.0,1.5,2.5,4.25,3.5,2.5,4.5,11.0,5.5,2.0,1.0,2.5,4.5,0.125,0.5,5.0
2013-10-31,9.5,2.5,9.5,1.0,0.125,4.75,6.0,3.25,0.05,-0.1,0.5,,0.5,0.25,3.4,7.25,1.0,7.75,5.375,,2.5,2.0,3.0,3.25,3.5,3.0,1.5,2.5,4.25,3.5,2.5,4.25,10.5,5.5,2.0,1.0,2.5,4.5,0.125,0.5,5.0
2013-11-30,9.5,2.5,10.0,1.0,0.125,4.5,6.0,3.25,0.05,-0.1,0.5,,0.5,0.25,3.2,7.5,1.0,7.75,5.375,,2.5,2.0,3.0,3.25,3.5,3.0,1.5,2.5,4.0,3.5,2.5,4.0,10.0,5.5,2.0,1.0,2.25,4.5,0.125,0.25,5.0
2013-12-31,9.5,2.5,10.0,1.0,0.125,4.5,6.0,3.25,0.05,-0.1,0.5,,0.5,0.31,3.0,7.5,1.0,7.75,5.375,,2.5,2.0,3.0,3.25,3.5,3.0,1.5,2.5,4.0,3.5,2.5,4.0,9.5,5.5,2.0,0.75,2.25,4.5,0.125,0.25,5.0
2014-01-31,25.5201,2.5,10.5,1.0,0.125,4.5,6.0,3.25,0.05,-0.1,0.5,,0.5,0.5,2.85,7.5,1.0,8.0,5.375,,2.5,2.0,3.0,3.25,3.5,3.0,1.5,2.5,4.0,3.5,2.5,3.75,9.5,5.5,2.0,0.75,2.25,10.0,0.125,0.25,5.5
2014-02-28,28.7098,2.5,10.75,1.0,0.125,4.25,6.0,3.25,0.05,-0.1,0.5,,0.5,0.4,2.7,7.5,0.75,8.0,5.375,,2.5,2.0,3.0,3.25,3.5,3.0,1.5,2.5,4.0,3.5,2.5,3.5,9.5,5.5,2.0,0.75,2.25,10.0,0.125,0.25,5.5
2014-03-31,28.6298,2.5,10.75,1.0,0.125,4.0,6.0,3.25,0.05,-0.1,0.5,,0.5,0.43,2.6,7.5,0.75,8.0,5.375,,2.5,2.0,3.0,3.25,3.5,3.0,1.5,2.75,4.0,3.5,2.5,3.5,9.5,7.0,2.0,0.75,2.0,10.0,0.125,0.25,5.5
2014-04-30,27.7999,2.5,11.0,1.0,0.125,4.0,6.0,3.5,0.05,0.05,0.5,,0.5,0.28,2.5,7.5,0.75,8.0,5.375,,2.5,2.0,3.0,3.25,3.5,3.0,1.5,3.0,4.0,3.5,2.5,3.5,9.5,7.5,2.0,0.75,2.0,10.0,0.125,0.25,5.5
2014-05-31,26.7301,2.5,11.0,1.0,0.125,4.0,6.0,3.5,0.05,0.05,0.5,,0.5,0.21,2.4,7.5,0.75,8.0,5.25,,2.5,2.0,3.0,3.25,3.5,3.0,1.5,3.0,4.0,3.5,2.5,3.5,9.0,7.5,2.0,0.75,2.0,9.5,0.125,0.25,5.5
2014-06-30,26.8002,2.5,11.0,1.0,0.125,4.0,6.0,4.0,0.05,0.05,0.5,,0.5,0.24,2.3,7.5,0.75,8.0,5.25,,2.5,2.0,3.0,3.25,3.0,3.0,1.5,3.25,4.0,3.5,2.5,3.5,8.5,7.5,2.0,0.75,2.0,8.75,0.125,0.15,5.5
2014-07-31,26.7801,2.5,11.0,1.0,0.125,3.75,6.0,4.0,0.05,0.05,0.5,,0.5,0.22,2.1,7.5,0.5,8.0,5.25,,2.5,2.0,3.0,3.25,3.0,3.25,1.5,3.5,3.75,3.75,2.5,3.5,8.5,8.0,2.0,0.25,2.0,8.25,0.125,0.15,5.75
2014-08-31,26.8599,2.5,11.0,1.0,0.125,3.5,6.0,4.25,0.05,0.05,0.5,,0.5,0.47,2.1,7.5,0.25,8.0,5.25,,2.25,2.0,3.0,3.25,3.0,3.25,1.5,3.5,3.75,3.75,2.5,3.25,8.5,8.0,2.0,0.25,2.0,8.25,0.125,0.15,5.75
2014-09-30,26.8599,2.5,11.0,1.0,0.125,3.25,6.0,4.5,0.05,-0.05,0.5,,0.5,0.39,2.1,7.5,0.25,8.0,5.25,,2.25,2.0,2.75,3.25,3.0,3.25,1.5,3.5,3.5,4.0,2.5,3.25,8.5,8.0,2.0,0.25,2.0,8.25,0.125,0.05,5.75
2014-10-31,26.8599,2.5,11.25,1.0,0.125,3.0,6.0,4.5,0.05,-0.05,0.5,,0.5,0.42,2.1,7.5,0.25,8.0,5.25,,2.0,2.0,2.75,3.25,3.0,3.25,1.5,3.5,3.5,4.0,2.0,3.0,8.5,8.0,2.0,0.0,2.0,8.25,0.125,0.05,5.75
